timestamp,machine_id,operator_id,engine_hours,fuel_used_l,load_cycles,idling_time_min,seatbelt_status,distance_to_nearest_object_m,safety_alert_triggered,training_completed_recent
2026-08-31T16:12:01Z,M-06,OP-01,1169.7,2.9,86,19.6,Fastened,6.6,No,Yes
2026-08-31T16:57:42Z,M-08,OP-04,3598.9,25.4,66,20.1,Fastened,15.6,No,Yes
2026-08-31T20:13:25Z,M-05,OP-06,4872.1,4.0,14,68.4,Fastened,19.1,Yes,No
2026-08-31T22:25:19Z,M-04,OP-11,1229.9,24.6,56,0.0,Fastened,17.3,No,Yes
2026-08-31T22:39:51Z,M-01,OP-06,315.6,48.4,84,64.5,Fastened,12.6,Yes,No
2026-08-31T23:00:35Z,M-04,OP-10,4465.7,32.6,0,20.8,Fastened,10.7,No,No
2026-08-31T23:23:31Z,M-05,OP-04,3043.7,29.0,2,27.3,Fastened,18.1,No,Yes
2026-09-01T01:35:52Z,M-10,OP-05,640.3,16.1,21,5.7,Fastened,9.5,No,Yes
2026-09-01T02:27:27Z,M-04,OP-03,8.3,5.6,41,21.3,Fastened,8.1,No,Yes
2026-09-01T04:50:58Z,M-04,OP-05,2813.4,37.8,53,13.7,Fastened,15.3,No,Yes
2026-09-01T08:47:30Z,M-01,OP-07,1857.7,9.4,17,74.7,Fastened,4.5,Yes,Yes
2026-09-01T14:31:23Z,M-03,OP-12,470.5,7.7,19,23.9,Fastened,14.0,No,No
2026-09-01T15:11:59Z,M-04,OP-05,4878.0,43.6,45,20.7,Fastened,10.6,No,Yes
2026-09-01T16:57:20Z,M-02,OP-03,2484.6,6.7,10,18.3,Fastened,13.1,No,Yes
2026-09-01T22:48:44Z,M-06,OP-11,4075.2,16.0,54,40.9,Fastened,9.4,No,Yes
2026-09-02T01:31:54Z,M-06,OP-02,2765.0,46.8,31,12.9,Fastened,10.4,No,Yes
2026-09-02T02:16:55Z,M-04,OP-04,655.5,8.1,41,20.8,Fastened,6.3,No,Yes
2026-09-02T02:34:21Z,M-07,OP-04,3708.6,36.6,20,5.9,Fastened,17.9,No,Yes
2026-09-02T10:33:56Z,M-03,OP-01,508.4,41.7,10,28.7,Fastened,3.8,No,Yes
2026-09-02T10:58:04Z,M-02,OP-12,2536.2,46.9,71,34.3,Fastened,2.7,Yes,No
2026-09-02T16:15:17Z,M-02,OP-01,1897.3,34.3,23,1.7,Fastened,9.2,No,Yes
2026-09-02T17:26:34Z,M-04,OP-10,345.7,8.5,83,29.9,Fastened,17.8,No,No
2026-09-03T18:47:59Z,M-06,OP-09,2067.0,41.2,97,14.7,Fastened,5.6,No,No
2026-09-04T03:15:02Z,M-08,OP-06,3359.3,48.0,78,78.5,Fastened,13.7,Yes,No
2026-09-04T10:56:55Z,M-05,OP-14,2013.1,7.7,62,21.1,Unfastened,17.6,Yes,Yes
2026-09-04T13:26:02Z,M-04,OP-11,2300.2,9.1,5,22.2,Unfastened,12.4,Yes,Yes
2026-09-04T15:37:43Z,M-06,OP-11,4268.3,7.7,8,25.9,Fastened,15.7,No,Yes
2026-09-04T16:41:47Z,M-03,OP-09,1021.8,4.7,49,56.6,Fastened,6.2,Yes,No
2026-09-04T23:06:47Z,M-03,OP-05,4195.9,6.9,70,10.8,Fastened,3.1,No,Yes
2026-09-05T04:58:31Z,M-08,OP-07,4282.0,3.9,89,59.6,Fastened,17.3,Yes,Yes
2026-09-05T10:04:11Z,M-04,OP-03,242.8,23.0,87,0.0,Fastened,6.9,No,Yes
2026-09-05T11:15:15Z,M-09,OP-14,3459.4,28.0,36,26.4,Fastened,15.9,No,Yes
2026-09-05T11:48:30Z,M-01,OP-09,2685.9,14.8,84,12.0,Fastened,5.3,No,No
2026-09-05T15:00:28Z,M-06,OP-12,1334.7,43.0,32,21.9,Fastened,12.7,No,No
2026-09-05T15:06:38Z,M-03,OP-08,2803.9,25.3,99,45.7,Fastened,7.6,Yes,No
2026-09-05T17:19:26Z,M-08,OP-03,2647.7,37.1,21,7.7,Fastened,7.0,No,Yes
2026-09-05T19:19:50Z,M-10,OP-09,2262.3,20.8,31,43.5,Fastened,19.1,No,No
2026-09-06T12:35:36Z,M-10,OP-06,1180.0,38.2,75,86.0,Fastened,10.5,Yes,No
2026-09-06T14:08:44Z,M-04,OP-12,4821.8,7.1,18,10.5,Unfastened,2.8,Yes,No
2026-09-06T17:24:13Z,M-03,OP-07,975.9,2.9,63,77.1,Fastened,12.5,Yes,Yes
2026-09-06T22:37:21Z,M-01,OP-04,2024.3,38.0,25,11.8,Fastened,15.5,No,Yes
2026-09-06T23:41:19Z,M-07,OP-03,1984.7,13.7,55,6.7,Fastened,17.5,No,Yes
2026-09-07T00:34:59Z,M-03,OP-07,1684.3,30.3,29,48.2,Fastened,18.0,Yes,Yes
2026-09-07T05:33:59Z,M-08,OP-05,2929.8,20.5,28,31.1,Fastened,14.0,No,Yes
2026-09-07T09:26:22Z,M-04,OP-01,1279.8,46.8,18,8.3,Fastened,19.2,No,Yes
2026-09-07T19:56:19Z,M-04,OP-02,865.0,15.7,49,18.3,Fastened,3.9,No,Yes
2026-09-07T22:21:45Z,M-10,OP-09,1396.8,9.6,92,23.3,Unfastened,7.1,Yes,No
2026-09-08T01:42:46Z,M-04,OP-01,124.3,27.8,14,11.7,Fastened,19.2,No,Yes
2026-09-08T02:17:07Z,M-03,OP-01,4513.0,22.8,71,23.1,Fastened,10.6,No,Yes
2026-09-08T03:12:21Z,M-05,OP-14,4177.6,33.4,36,30.9,Fastened,13.6,No,Yes
2026-09-08T03:21:35Z,M-03,OP-07,675.2,47.2,51,60.7,Fastened,7.5,Yes,Yes
2026-09-08T07:49:19Z,M-08,OP-12,4740.7,4.6,75,21.9,Fastened,14.9,No,No
2026-09-08T21:12:59Z,M-01,OP-11,584.7,5.2,9,25.0,Fastened,11.7,No,Yes
2026-09-08T21:53:32Z,M-06,OP-15,4639.2,8.3,15,3.9,Fastened,8.8,No,No
2026-09-09T00:09:31Z,M-05,OP-09,2129.9,16.4,74,28.8,Fastened,17.9,No,No
2026-09-09T01:19:45Z,M-09,OP-05,1027.0,44.4,3,9.3,Fastened,9.1,No,Yes
2026-09-09T03:26:38Z,M-05,OP-08,4967.6,49.5,85,30.7,Fastened,7.3,No,No
2026-09-09T05:54:57Z,M-01,OP-09,1940.8,17.3,69,12.0,Fastened,6.3,No,No
2026-09-09T12:53:16Z,M-06,OP-11,4743.2,19.1,6,23.8,Fastened,14.4,No,Yes
2026-09-09T15:31:58Z,M-01,OP-10,749.7,43.6,37,22.2,Fastened,8.2,No,No
2026-09-09T17:22:53Z,M-10,OP-04,2767.7,19.8,84,13.1,Fastened,17.9,No,Yes
2026-09-09T23:25:44Z,M-10,OP-11,3655.1,9.2,91,45.5,Fastened,5.0,Yes,Yes
2026-09-10T08:22:05Z,M-08,OP-10,1691.5,40.8,14,41.9,Fastened,11.6,No,No
2026-09-10T08:50:34Z,M-02,OP-15,1486.6,10.5,91,36.0,Fastened,9.6,No,No
2026-09-10T12:22:39Z,M-09,OP-07,4792.6,35.5,10,40.5,Fastened,7.2,No,Yes
2026-09-10T21:44:08Z,M-08,OP-01,3030.1,43.4,76,16.2,Fastened,16.5,No,Yes
2026-09-11T01:06:35Z,M-05,OP-11,1756.1,44.3,93,25.4,Unfastened,13.4,Yes,Yes
2026-09-11T06:03:49Z,M-10,OP-11,4954.4,0.6,42,11.2,Fastened,17.6,No,Yes
2026-09-11T06:43:14Z,M-09,OP-10,1075.7,8.2,12,0.0,Fastened,5.5,No,No
2026-09-11T06:53:00Z,M-08,OP-15,4639.3,48.0,53,0.0,Fastened,18.9,No,No
2026-09-11T08:56:50Z,M-01,OP-08,2069.7,8.8,10,47.0,Fastened,3.7,Yes,No
2026-09-11T09:33:39Z,M-05,OP-08,2501.0,37.8,63,64.2,Fastened,15.9,Yes,No
2026-09-11T12:18:00Z,M-01,OP-12,3530.5,30.9,60,25.6,Fastened,1.1,Yes,No
2026-09-11T13:16:31Z,M-03,OP-07,2855.8,49.7,89,54.9,Fastened,17.2,Yes,Yes
2026-09-11T18:55:40Z,M-10,OP-15,1900.0,28.8,89,28.6,Fastened,10.1,No,No
2026-09-12T01:35:01Z,M-04,OP-14,20.0,7.2,96,21.7,Fastened,11.5,No,Yes
2026-09-12T05:57:01Z,M-07,OP-15,891.0,1.0,5,32.6,Fastened,3.3,No,No
2026-09-12T08:05:13Z,M-06,OP-05,880.7,6.7,65,5.4,Fastened,4.7,No,Yes
2026-09-12T09:41:08Z,M-08,OP-09,1713.3,1.9,57,15.3,Fastened,12.7,No,No
2026-09-12T12:57:22Z,M-10,OP-04,2189.9,32.0,34,10.6,Fastened,16.5,No,Yes
2026-09-12T17:10:29Z,M-06,OP-12,2100.4,19.2,62,2.7,Fastened,2.9,Yes,No
2026-09-12T20:35:23Z,M-10,OP-13,2744.9,47.2,52,39.7,Fastened,12.5,No,Yes
2026-09-13T02:16:45Z,M-08,OP-01,2378.5,11.3,57,11.2,Fastened,11.0,No,Yes
2026-09-13T03:59:39Z,M-02,OP-06,2488.2,26.0,43,70.9,Fastened,18.9,Yes,No
2026-09-13T04:40:00Z,M-09,OP-06,4562.2,26.9,98,74.6,Unfastened,4.1,Yes,No
2026-09-13T08:17:13Z,M-09,OP-11,4115.3,45.1,35,0.0,Fastened,11.4,No,Yes
2026-09-13T08:37:48Z,M-01,OP-15,1740.1,47.6,61,60.9,Fastened,11.3,Yes,No
2026-09-13T16:06:18Z,M-02,OP-06,4390.7,18.7,50,61.6,Fastened,17.5,Yes,No
2026-09-13T16:27:10Z,M-05,OP-06,3266.0,33.6,44,71.6,Fastened,12.2,Yes,No
2026-09-13T19:16:51Z,M-02,OP-12,3254.1,6.4,25,13.9,Fastened,12.8,No,No
2026-09-13T19:36:07Z,M-10,OP-07,4803.1,36.1,82,75.8,Fastened,11.9,Yes,Yes
2026-09-14T04:19:27Z,M-04,OP-06,2392.0,7.4,29,65.9,Fastened,15.0,Yes,No
2026-09-14T05:16:03Z,M-02,OP-06,1960.3,12.0,82,41.5,Fastened,9.1,No,No
2026-09-14T08:51:32Z,M-01,OP-08,1375.2,3.2,23,58.5,Fastened,1.3,Yes,No
2026-09-14T14:23:14Z,M-06,OP-11,1802.8,39.1,17,47.9,Fastened,17.4,Yes,Yes
2026-09-14T14:49:19Z,M-10,OP-07,1323.6,45.7,77,52.9,Fastened,6.3,Yes,Yes
2026-09-14T14:53:57Z,M-10,OP-02,2862.2,23.3,95,14.2,Fastened,13.5,No,Yes
2026-09-14T22:44:59Z,M-06,OP-12,318.3,41.4,85,28.4,Fastened,8.2,No,No
2026-09-14T23:56:55Z,M-06,OP-11,3923.5,6.8,16,23.5,Fastened,10.0,No,Yes
2026-09-15T06:08:46Z,M-05,OP-07,3914.5,10.5,39,90.0,Fastened,3.6,Yes,Yes
2026-09-15T06:40:48Z,M-07,OP-12,4272.0,1.7,71,18.1,Fastened,10.8,No,No
2026-09-15T07:20:31Z,M-03,OP-10,236.3,38.1,60,28.4,Fastened,7.0,No,No
2026-09-15T12:26:22Z,M-08,OP-05,3098.3,46.6,29,6.2,Fastened,6.3,No,Yes
2026-09-15T17:13:03Z,M-01,OP-02,598.4,18.2,75,11.7,Fastened,9.3,No,Yes
2026-09-15T18:07:27Z,M-02,OP-02,965.2,13.5,12,13.3,Fastened,17.5,No,Yes
2026-09-15T20:45:38Z,M-03,OP-08,4938.2,0.8,93,89.0,Unfastened,12.3,Yes,No
2026-09-15T21:08:51Z,M-06,OP-03,1416.2,28.1,25,15.9,Fastened,8.5,No,Yes
2026-09-15T22:26:53Z,M-06,OP-02,2020.2,23.7,30,3.7,Fastened,19.0,No,Yes
2026-09-16T01:57:10Z,M-07,OP-04,1706.9,2.5,18,0.0,Fastened,11.0,No,Yes
2026-09-16T08:00:19Z,M-03,OP-09,849.9,40.9,30,58.7,Fastened,17.2,Yes,No
2026-09-16T09:10:31Z,M-08,OP-05,4115.6,26.9,45,12.7,Fastened,5.9,No,Yes
2026-09-16T09:17:30Z,M-03,OP-08,2071.8,26.1,14,54.7,Fastened,1.2,Yes,No
2026-09-16T09:18:08Z,M-08,OP-01,1551.7,7.2,92,26.9,Fastened,13.1,No,Yes
2026-09-16T11:20:17Z,M-06,OP-01,542.9,33.6,12,9.7,Fastened,18.2,No,Yes
2026-09-16T17:51:09Z,M-08,OP-04,3161.4,19.6,0,4.4,Fastened,10.8,No,Yes
2026-09-16T19:20:27Z,M-06,OP-13,271.9,15.0,62,26.3,Fastened,2.1,Yes,Yes
2026-09-16T21:19:25Z,M-06,OP-08,4252.6,22.3,64,54.4,Fastened,8.6,Yes,No
2026-09-17T02:26:23Z,M-10,OP-01,609.2,25.3,93,14.0,Fastened,1.1,Yes,Yes
2026-09-17T04:59:36Z,M-01,OP-07,2901.2,38.7,3,38.4,Fastened,4.3,No,Yes
2026-09-17T19:51:00Z,M-03,OP-08,1241.5,22.8,28,59.5,Fastened,14.1,Yes,No
2026-09-17T20:49:18Z,M-10,OP-05,3771.4,41.0,69,0.0,Fastened,13.5,No,Yes
2026-09-18T02:58:55Z,M-07,OP-13,499.7,8.2,1,31.9,Fastened,10.5,No,Yes
2026-09-18T03:14:17Z,M-09,OP-14,2529.8,21.6,17,16.9,Fastened,17.8,No,Yes
2026-09-18T05:09:25Z,M-04,OP-01,4542.9,35.0,46,11.0,Fastened,4.5,No,Yes
2026-09-18T11:27:18Z,M-03,OP-12,3606.8,38.1,13,19.7,Fastened,18.3,No,No
2026-09-18T13:46:45Z,M-01,OP-04,4232.4,9.0,78,25.1,Fastened,18.2,No,Yes
2026-09-18T15:30:07Z,M-04,OP-06,772.1,9.9,20,57.8,Fastened,7.6,Yes,No
2026-09-18T17:40:12Z,M-01,OP-09,2070.9,2.1,66,22.1,Fastened,17.6,No,No
2026-09-18T21:57:49Z,M-06,OP-15,2994.3,20.8,47,23.8,Fastened,6.2,No,No
2026-09-19T00:36:49Z,M-08,OP-06,3899.3,22.3,48,53.6,Fastened,9.7,Yes,No
2026-09-19T03:05:54Z,M-02,OP-12,3914.2,30.7,46,24.2,Fastened,18.1,No,No
2026-09-19T08:24:59Z,M-04,OP-05,876.7,41.2,6,0.0,Fastened,5.0,No,Yes
2026-09-19T16:14:23Z,M-06,OP-04,1732.4,1.0,80,17.1,Fastened,8.4,No,Yes
2026-09-19T17:02:14Z,M-02,OP-12,1288.4,8.5,92,0.0,Fastened,3.8,No,No
2026-09-20T08:02:26Z,M-02,OP-05,2.6,21.8,85,14.6,Fastened,12.1,No,Yes
2026-09-20T08:08:22Z,M-01,OP-12,4933.0,33.6,72,43.3,Fastened,1.0,Yes,No
2026-09-20T14:50:43Z,M-04,OP-06,3911.1,37.4,27,49.4,Fastened,15.0,Yes,No
2026-09-21T05:07:20Z,M-09,OP-03,2697.6,16.9,94,15.7,Fastened,16.0,No,Yes
2026-09-21T05:20:09Z,M-02,OP-10,619.2,9.9,54,61.4,Fastened,12.0,Yes,No
2026-09-21T07:46:05Z,M-03,OP-12,3420.0,29.4,71,48.1,Unfastened,2.2,Yes,No
2026-09-21T20:09:17Z,M-09,OP-02,4007.4,11.9,20,11.2,Fastened,3.1,No,Yes
2026-09-21T21:31:16Z,M-06,OP-04,1473.8,33.2,90,14.3,Fastened,7.6,No,Yes
2026-09-22T02:58:58Z,M-03,OP-05,1962.4,46.2,93,8.1,Fastened,14.4,No,Yes
2026-09-22T09:20:40Z,M-05,OP-06,2611.3,10.7,69,47.4,Fastened,13.5,Yes,No
2026-09-22T15:53:15Z,M-02,OP-09,1695.1,32.8,45,30.7,Fastened,4.1,No,No
2026-09-22T16:00:43Z,M-04,OP-14,4347.3,44.1,29,33.6,Fastened,4.5,No,Yes
2026-09-22T16:14:04Z,M-01,OP-02,3547.9,8.7,71,26.0,Fastened,13.5,No,Yes
2026-09-22T17:08:09Z,M-06,OP-06,4967.7,47.9,65,90.0,Fastened,10.3,Yes,No
2026-09-22T17:33:51Z,M-05,OP-15,1414.9,34.1,87,2.7,Fastened,14.7,No,No
2026-09-22T19:08:38Z,M-09,OP-11,4353.7,34.4,67,42.0,Fastened,16.9,No,Yes
2026-09-22T20:01:14Z,M-07,OP-02,715.1,38.8,100,9.4,Fastened,18.2,No,Yes
2026-09-23T00:33:20Z,M-04,OP-09,3783.2,49.5,35,26.8,Fastened,4.5,No,No
2026-09-23T02:08:43Z,M-02,OP-15,2811.6,32.7,54,13.5,Fastened,8.5,No,No
2026-09-23T02:52:34Z,M-10,OP-01,873.2,2.7,43,17.0,Fastened,5.0,No,Yes
2026-09-23T04:40:02Z,M-02,OP-11,1412.7,29.8,25,23.7,Fastened,3.7,No,Yes
2026-09-23T08:57:20Z,M-05,OP-13,4634.7,3.7,73,23.6,Unfastened,19.6,Yes,Yes
2026-09-23T11:38:10Z,M-06,OP-05,4260.7,24.8,20,14.2,Fastened,12.6,No,Yes
2026-09-23T12:55:33Z,M-04,OP-08,1724.2,21.1,39,50.2,Fastened,13.1,Yes,No
2026-09-23T14:36:13Z,M-02,OP-10,383.7,9.7,62,23.0,Fastened,18.7,No,No
2026-09-23T19:36:57Z,M-07,OP-14,821.9,35.3,10,21.4,Fastened,3.8,No,Yes
2026-09-23T23:11:08Z,M-08,OP-03,156.4,5.5,71,14.4,Fastened,18.6,No,Yes
2026-09-24T04:08:22Z,M-01,OP-03,3515.2,31.7,72,9.4,Fastened,13.2,No,Yes
2026-09-24T07:57:32Z,M-07,OP-04,2923.2,6.3,70,16.8,Fastened,3.1,No,Yes
2026-09-24T21:10:38Z,M-05,OP-12,1769.3,6.2,64,4.0,Fastened,6.1,No,No
2026-09-24T21:39:11Z,M-07,OP-03,3095.6,8.1,90,21.0,Fastened,17.4,No,Yes
